2000,970.82705
1840,956.770274
1692.8,700.429764
1557.376,917.092075
1432.78592,802.238711
1318.163046,1327.993265
1212.710003,1347.081589
1115.693202,1034.682069
1026.437746,1009.754352
944.322727,1284.00076
868.776908,1397.434922
799.274756,1061.791584
735.332775,913.554063
676.506153,919.193106
622.385661,1020.878511
572.594808,1156.739964
526.787223,1229.751176
484.644246,1572.727521
445.872706,1280.988568
410.202889,824.805044
377.386658,767.78063
347.195726,927.987671
319.420068,837.561178
293.866462,725.716404
270.357145,934.34418
248.728574,1065.448074
228.830288,1218.234974
210.523865,1471.164134
193.681956,999.146996
178.187399,1426.620404
163.932407,921.734523
150.817815,954.139447
138.752389,617.386765
127.652198,1002.649005
117.440022,1029.667827
108.044821,1038.690976
99.401235,830.465252
91.449136,942.498746
84.133205,1091.807722
77.402549,806.879537
71.210345,924.540379
65.513517,838.624079
60.272436,765.811784
55.450641,669.187087
51.01459,680.988499
46.933423,892.124125
43.178749,772.728955
39.724449,627.170854
36.546493,774.290966
33.622774,667.542239
30.932952,528.866787
28.458316,551.719518
26.18165,671.642149
24.087118,551.592346
22.160149,500.562177
20.387337,482.055653
18.75635,676.438086
17.255842,594.623238
15.875375,520.344254
14.605345,472.023079
13.436917,509.55641
12.361964,513.927443
11.373007,544.105358
10.463166,504.153303
9.626113,547.93773
8.856024,521.780491
8.147542,421.028593
7.495739,417.443685
6.896079,534.226048
6.344393,481.265774
5.836842,450.553408
5.369894,411.763345
4.940303,417.160842
4.545079,432.814123
4.181472,427.452535
3.846954,391.721013
3.539198,378.485709
3.256062,379.066357
2.995577,381.932241
2.755931,363.691318
2.535457,353.901551
2.33262,355.220105
2.14601,356.201314
1.97433,365.969101
1.816383,355.933355
1.671073,350.464676
1.537387,349.081313
1.414396,348.126632
1.301244,345.231721
1.197145,345.231721
1.101373,350.827292
1.013263,350.430682
0.932202,349.714863
0.857626,349.714863
0.789016,347.491574
0.725895,348.316487
0.667823,347.818603
0.614397,347.818603
0.565245,347.491574
0.520026,347.818603
0.478424,347.818603
0.44015,347.818603
0.404938,347.818603
0.372543,347.818603
0.342739,347.818603
0.31532,347.818603
0.290095,347.818603
0.266887,347.818603
0.245536,347.818603
0.225893,347.818603
0.207822,347.491574
0.191196,347.818603
0.1759,347.491574
0.161828,347.491574
0.148882,347.491574
0.136971,347.491574
0.126014,347.491574
0.115933,347.491574
0.106658,347.491574
0.098125,347.491574
0.090275,347.491574
0.083053,347.491574
0.076409,347.491574
0.070296,347.491574
0.064673,347.491574
0.059499,347.491574
0.054739,347.491574
0.05036,347.491574
0.046331,347.491574
0.042625,347.491574
0.039215,347.491574
0.036077,347.491574
0.033191,347.491574
0.030536,347.491574
0.028093,347.491574
0.025846,347.491574
0.023778,347.491574
0.021876,347.491574
0.020126,347.491574
0.018516,347.491574
0.017034,347.491574
0.015672,347.491574
0.014418,347.491574
0.013264,347.491574
0.012203,347.491574
0.011227,347.491574
0.010329,347.491574
